alpha,seed,algo,final_reward,final_stability
0.8,4,FPRL,-193.62772913243376,0.457447265062322
0.8,5,PPO,-157.1443769778402,0.5072732362954356
0.8,5,EGP,-233.67804749933978,0.43372035978237616
0.8,5,FPRL,-200.95381432081965,0.4573361102501181
0.8,6,PPO,-138.0470365875426,0.6031479877133795
0.8,6,EGP,-174.66160589704114,0.4983498475943158
0.8,6,FPRL,-201.37767140124328,0.47910643160595756
0.8,7,PPO,-423.2159367145202,0.12140175127944751
0.8,7,EGP,-174.68019208054196,0.4606951138757651
0.8,7,FPRL,-218.1758138022522,0.430689024560129
0.8,8,PPO,-199.28092770958617,0.38457914324459364
0.8,8,EGP,-145.9511959964764,0.5057642925689514
0.8,8,FPRL,-219.0767304284723,0.4352985509149224
0.8,9,PPO,-117.96882077914049,0.5568426952698315
0.8,9,EGP,-117.889731192474,0.5521724749046898
0.8,9,FPRL,-209.3373431957411,0.4608259659845967
0.8,10,PPO,-147.06000299765233,0.5182698417069198
0.8,10,EGP,-147.27303106427576,0.5018089659482925
0.8,10,FPRL,-195.25185451845698,0.4633297055992119
0.85,1,PPO,-130.92841843456816,0.5676314549548882
0.85,1,EGP,-282.23319086371674,0.3754366750626585
0.85,1,FPRL,-223.40697338305185,0.44790285405583335
0.85,2,PPO,-171.11781004407058,0.48427248323483907
0.85,2,EGP,-305.111375114002,0.3372951266118599
0.85,2,FPRL,-208.25263422952344,0.4454712499863931
0.85,3,PPO,-157.02198388668162,0.5606837254574423
0.85,3,EGP,-272.6746986769761,0.4064249944243692
0.85,3,FPRL,-226.7649224615962,0.4541401232966199
0.85,4,PPO,-266.2757212122307,0.40686050838985083
0.85,4,EGP,-162.07530369656314,0.48502834605730677
0.85,4,FPRL,-193.53581355113852,0.45747052115129544
0.85,5,PPO,-157.1443769778402,0.5072732362954356
0.85,5,EGP,-238.86642844305965,0.427502691174461
0.85,5,FPRL,-200.99554303765896,0.4571000109827574
0.85,6,PPO,-138.0470365875426,0.6031479877133795
0.85,6,EGP,-174.62662133813888,0.49857566143765664
0.85,6,FPRL,-201.40347651821585,0.4791928457000563
0.85,7,PPO,-423.2159367145202,0.12140175127944751
0.85,7,EGP,-173.31885144424518,0.4620818816355693
0.85,7,FPRL,-217.4837004603125,0.431337920907767
0.85,8,PPO,-199.28092770958617,0.38457914324459364
0.85,8,EGP,-140.6058468853593,0.5099925241435288
0.85,8,FPRL,-219.013216702208,0.43539544146477466
0.85,9,PPO,-117.96882077914049,0.5568426952698315
0.85,9,EGP,-114.81101225080181,0.5554616229947847
0.85,9,FPRL,-209.39919551040458,0.4607885586568107
0.85,10,PPO,-147.06000299765233,0.5182698417069198
0.85,10,EGP,-116.25088045155438,0.5326405243640792
0.85,10,FPRL,-194.9464329441865,0.46371810297771293
0.9,1,PPO,-130.92841843456816,0.5676314549548882
0.9,1,EGP,-282.2954404562523,0.3738325383974372
0.9,1,FPRL,-224.1827252918232,0.44644171501825397
0.9,2,PPO,-171.11781004407058,0.48427248323483907
0.9,2,EGP,-315.3007225723742,0.3231014798874836
0.9,2,FPRL,-208.65550775408917,0.4446200985973463
0.9,3,PPO,-157.02198388668162,0.5606837254574423
0.9,3,EGP,-277.1843485801856,0.40071766073643583
0.9,3,FPRL,-226.84237053042622,0.45412618102789276
0.9,4,PPO,-266.2757212122307,0.40686050838985083
0.9,4,EGP,-161.3690867110709,0.48601955693556115
0.9,4,FPRL,-193.53410224649681,0.45747618110635696
0.9,5,PPO,-157.1443769778402,0.5072732362954356
0.9,5,EGP,-242.60051220776157,0.42303994236846976
0.9,5,FPRL,-201.13897886671262,0.45683688769477016
0.9,6,PPO,-138.0470365875426,0.6031479877133795
0.9,6,EGP,-174.23371308022098,0.4992126746980868
0.9,6,FPRL,-201.38369346397354,0.47919930128514887
0.9,7,PPO,-423.2159367145202,0.12140175127944751
0.9,7,EGP,-172.22418171815457,0.46348530556591055
0.9,7,FPRL,-217.34801064190825,0.43156772772861796
0.9,8,PPO,-199.28092770958617,0.38457914324459364
0.9,8,EGP,-138.36699833249398,0.5122867745374344
0.9,8,FPRL,-219.20247653914444,0.43543472145187484
0.9,9,PPO,-117.96882077914049,0.5568426952698315
0.9,9,EGP,-112.18231177132618,0.5582389132069042
0.9,9,FPRL,-209.41156086202136,0.4607370282061293
0.9,10,PPO,-147.06000299765233,0.5182698417069198
0.9,10,EGP,-138.87144365952508,0.5102909325984216
0.9,10,FPRL,-194.6753083952732,0.46415479571942153
0.95,1,PPO,-130.92841843456816,0.5676314549548882
0.95,1,EGP,-295.018251545441,0.3586546273475039
0.95,1,FPRL,-224.84050447509037,0.44506401894140796
0.95,2,PPO,-171.11781004407058,0.48427248323483907
0.95,2,EGP,-324.82334820716505,0.3089994677379416
0.95,2,FPRL,-208.7349624979439,0.44408780750849275
0.95,3,PPO,-157.02198388668162,0.5606837254574423
0.95,3,EGP,-277.1717767052417,0.39909856603517535
0.95,3,FPRL,-226.92128540394324,0.4541465054277503
0.95,4,PPO,-266.2757212122307,0.40686050838985083
0.95,4,EGP,-159.83750626019133,0.48726439259775856
0.95,4,FPRL,-193.50568750968804,0.4574272374134681
0.95,5,PPO,-157.1443769778402,0.5072732362954356
0.95,5,EGP,-245.3315997982784,0.419333453875866
0.95,5,FPRL,-201.16893759013442,0.45652743408089996
0.95,6,PPO,-138.0470365875426,0.6031479877133795
0.95,6,EGP,-172.60602503514662,0.5011420032412123
0.95,6,FPRL,-201.5135548515013,0.4794834341519108
0.95,7,PPO,-423.2159367145202,0.12140175127944751
0.95,7,EGP,-171.57584005271235,0.4644363822056867
0.95,7,FPRL,-217.2852646543053,0.431748943866148
0.95,8,PPO,-199.28092770958617,0.38457914324459364
0.95,8,EGP,-133.0877230031031,0.5164834847019267
0.95,8,FPRL,-219.2425617426495,0.43544798784651517
0.95,9,PPO,-117.96882077914049,0.5568426952698315
0.95,9,EGP,-109.98751191221675,0.5610114647820332
0.95,9,FPRL,-209.51111270539656,0.46069553769359994
0.95,10,PPO,-147.06000299765233,0.5182698417069198
0.95,10,EGP,-124.4167543260031,0.5247129105048606
0.95,10,FPRL,-194.53631242223054,0.4643856397106008
1.0,1,PPO,-130.92841843456816,0.5676314549548882
1.0,1,EGP,-307.4858584831491,0.3416928553337836
1.0,1,FPRL,-225.74231575541629,0.4436456434369736
1.0,2,PPO,-171.11781004407058,0.48427248323483907
1.0,2,EGP,-336.12335185008857,0.29828303672603523
1.0,2,FPRL,-209.00878295665504,0.4435552142843298
1.0,3,PPO,-157.02198388668162,0.5606837254574423
1.0,3,EGP,-279.0250978934679,0.39489245636103104
1.0,3,FPRL,-226.90188861663444,0.45409415036089334
1.0,4,PPO,-266.2757212122307,0.40686050838985083
1.0,4,EGP,-158.86844768258314,0.4883205613177316
1.0,4,FPRL,-193.78966292955099,0.45720038952973935
1.0,5,PPO,-157.1443769778402,0.5072732362954356
1.0,5,EGP,-248.2519620625751,0.4146758239493952
1.0,5,FPRL,-201.40821290736685,0.4563130188831734
1.0,6,PPO,-138.0470365875426,0.6031479877133795
1.0,6,EGP,-171.06745931417396,0.5027418618645016
1.0,6,FPRL,-201.59526473015367,0.4794366849647126
1.0,7,PPO,-423.2159367145202,0.12140175127944751
1.0,7,EGP,-170.26564000708632,0.4659189630729715
1.0,7,FPRL,-217.24155552381507,0.4318542592686819
1.0,8,PPO,-199.28092770958617,0.38457914324459364
1.0,8,EGP,-129.78983525528417,0.5193345330650709
1.0,8,FPRL,-219.3796201360406,0.4354055840406904
1.0,9,PPO,-117.96882077914049,0.5568426952698315
1.0,9,EGP,-107.18938074243789,0.5639453936532681
1.0,9,FPRL,-209.55730741840475,0.4606582441309258
1.0,10,PPO,-147.06000299765233,0.5182698417069198
1.0,10,EGP,-138.1327300333979,0.5103168802561601
1.0,10,FPRL,-194.49267306652322,0.4644788371307305
1.05,1,PPO,-130.92841843456816,0.5676314549548882
1.05,1,EGP,-322.64335168562786,0.32117407985335356
1.05,1,FPRL,-226.88501338159682,0.44221510714153345
1.05,2,PPO,-171.11781004407058,0.48427248323483907
1.05,2,EGP,-344.49510818457946,0.2884580729315642
1.05,2,FPRL,-209.45218731201714,0.4429971861231681
1.05,3,PPO,-157.02198388668162,0.5606837254574423
1.05,3,EGP,-281.44824229896165,0.38976784787571395
1.05,3,FPRL,-226.9799662423376,0.4540645302018791
1.05,4,PPO,-266.2757212122307,0.40686050838985083
1.05,4,EGP,-157.65671458789134,0.4897892165492211
1.05,4,FPRL,-194.17933084508255,0.45694230743112485
1.05,5,PPO,-157.1443769778402,0.5072732362954356
1.05,5,EGP,-255.8516558725898,0.40709081430814276
1.05,5,FPRL,-201.47032425389548,0.455940107045004
1.05,6,PPO,-138.0470365875426,0.6031479877133795
1.05,6,EGP,-173.0609926178553,0.5007141383870329
1.05,6,FPRL,-201.82215713697838,0.47977386334791805
1.05,7,PPO,-423.2159367145202,0.12140175127944751
1.05,7,EGP,-168.8961219662821,0.4677763236924269
1.05,7,FPRL,-217.21366738355889,0.43188021355156014
1.05,8,PPO,-199.28092770958617,0.38457914324459364
1.05,8,EGP,-128.42668332775517,0.5212608045198349
1.05,8,FPRL,-219.5669598302518,0.43533418672392393
1.05,9,PPO,-117.96882077914049,0.5568426952698315
1.05,9,EGP,-105.46745755722466,0.5660174899079936
1.05,9,FPRL,-209.55021972442375,0.4606192279528042
1.05,10,PPO,-147.06000299765233,0.5182698417069198
1.05,10,EGP,-138.17036157432403,0.5092941837646363
1.05,10,FPRL,-194.57962889456962,0.4646483394766032
1.1,1,PPO,-130.92841843456816,0.5676314549548882
1.1,1,EGP,-319.5813992135544,0.32365870427280274
1.1,1,FPRL,-227.69888580155896,0.4407692984259897
1.1,2,PPO,-171.11781004407058,0.48427248323483907
1.1,2,EGP,-353.2863032633032,0.2779676127330763
1.1,2,FPRL,-209.69076781557504,0.4422706219572885
1.1,3,PPO,-157.02198388668162,0.5606837254574423
1.1,3,EGP,-284.69039367238935,0.38478655693244934
1.1,3,FPRL,-227.05855902358493,0.45401981610038494
1.1,4,PPO,-266.2757212122307,0.40686050838985083
1.1,4,EGP,-156.92361491546103,0.49030962690130436
1.1,4,FPRL,-194.54419968266927,0.45671099360538225
1.1,5,PPO,-157.1443769778402,0.5072732362954356
1.1,5,EGP,-258.52336622201767,0.4027114377356507
1.1,5,FPRL,-201.57967500615783,0.4557466537088632
1.1,6,PPO,-138.0470365875426,0.6031479877133795
1.1,6,EGP,-174.7780459253078,0.4986853452814641
1.1,6,FPRL,-201.9080590842636,0.48022545647847537
1.1,7,PPO,-423.2159367145202,0.12140175127944751
1.1,7,EGP,-169.3529445105758,0.4675098290969324
1.1,7,FPRL,-217.32959029831108,0.4318790530778846
1.1,8,PPO,-199.28092770958617,0.38457914324459364
1.1,8,EGP,-121.92458210111705,0.5256942537940889
1.1,8,FPRL,-220.0203522660918,0.4352285229902973
1.1,9,PPO,-117.96882077914049,0.5568426952698315
1.1,9,EGP,-103.25978290250892,0.5683877462920657
1.1,9,FPRL,-209.6339854604487,0.4606107623867267
1.1,10,PPO,-147.06000299765233,0.5182698417069198
1.1,10,EGP,-112.00187733932985,0.5374526161525407
1.1,10,FPRL,-194.6718728038805,0.46479618175519394
1.15,1,PPO,-130.92841843456816,0.5676314549548882
1.15,1,EGP,-332.9578499912241,0.30209942703793236
1.15,1,FPRL,-228.63793613764665,0.43919326992581403
1.15,2,PPO,-171.11781004407058,0.48427248323483907
1.15,2,EGP,-352.38097996789537,0.27618936597050514
1.15,2,FPRL,-210.33382260022694,0.44153974508860677
1.15,3,PPO,-157.02198388668162,0.5606837254574423
1.15,3,EGP,-288.1518962988223,0.3793594184390409
1.15,3,FPRL,-227.0404826785234,0.45397505696663987
1.15,4,PPO,-266.2757212122307,0.40686050838985083
1.15,4,EGP,-156.11907488493424,0.4906727676458744
1.15,4,FPRL,-194.8388362478837,0.4565477516661932
1.15,5,PPO,-157.1443769778402,0.5072732362954356
1.15,5,EGP,-261.22394137429035,0.39803859836493366
1.15,5,FPRL,-201.68421814710413,0.4555018723236723
1.15,6,PPO,-138.0470365875426,0.6031479877133795
1.15,6,EGP,-172.79091301684653,0.501031352831945
1.15,6,FPRL,-202.1369139062386,0.48055218399646743
1.15,7,PPO,-423.2159367145202,0.12140175127944751
1.15,7,EGP,-166.66034043772223,0.4701937563336586
1.15,7,FPRL,-217.49205155245076,0.43182459073874613
1.15,8,PPO,-199.28092770958617,0.38457914324459364
1.15,8,EGP,-114.97054338696083,0.53059674150909
1.15,8,FPRL,-220.29946660393912,0.43510239244221127
1.15,9,PPO,-117.96882077914049,0.5568426952698315
1.15,9,EGP,-100.98718734521233,0.5710470876670731
1.15,9,FPRL,-209.6667260488916,0.46062144066570504
1.15,10,PPO,-147.06000299765233,0.5182698417069198
1.15,10,EGP,-112.1739403620006,0.5371516008257393
1.15,10,FPRL,-194.6073196497793,0.4649410179840124
1.2,1,PPO,-130.92841843456816,0.5676314549548882
1.2,1,EGP,-332.93868182510715,0.30164833856135337
1.2,1,FPRL,-229.60496587793602,0.4378060498845647
1.2,2,PPO,-171.11781004407058,0.48427248323483907
1.2,2,EGP,-357.4316537240252,0.26262396690194595
1.2,2,FPRL,-210.98590608304016,0.4406476813563721
1.2,3,PPO,-157.02198388668162,0.5606837254574423
1.2,3,EGP,-288.7125665359155,0.37845400693481585
1.2,3,FPRL,-227.07884410520975,0.4539159958442513
1.2,4,PPO,-266.2757212122307,0.40686050838985083
1.2,4,EGP,-155.0607215158059,0.49194685137937677
1.2,4,FPRL,-195.0552349918386,0.45646497394230306
1.2,5,PPO,-157.1443769778402,0.5072732362954356
1.2,5,EGP,-267.1088590016751,0.38953203762437905
1.2,5,FPRL,-201.77132394813074,0.4551846817468816
1.2,6,PPO,-138.0470365875426,0.6031479877133795
1.2,6,EGP,-171.94080298405888,0.501979032402784
1.2,6,FPRL,-202.22213035580367,0.4809814938251608
1.2,7,PPO,-423.2159367145202,0.12140175127944751
1.2,7,EGP,-167.82184411994749,0.4693824528067682
1.2,7,FPRL,-217.67561212049566,0.4317532881306269
1.2,8,PPO,-199.28092770958617,0.38457914324459364
1.2,8,EGP,-113.00282900409817,0.5329899932469526
1.2,8,FPRL,-220.63250481953335,0.4349843684250033
1.2,9,PPO,-117.96882077914049,0.5568426952698315
1.2,9,EGP,-99.65553742459159,0.5732614993976664
1.2,9,FPRL,-209.7326866267162,0.46061270262001014
1.2,10,PPO,-147.06000299765233,0.5182698417069198
1.2,10,EGP,-111.89123772199954,0.5400881571101681
1.2,10,FPRL,-194.63342530919786,0.465192569023075
1.25,1,PPO,-130.92841843456816,0.5676314549548882
1.25,1,EGP,-351.63529891536444,0.27393996956105576
1.25,1,FPRL,-230.55340521247524,0.4362244626841637
1.25,2,PPO,-171.11781004407058,0.48427248323483907
1.25,2,EGP,-366.5438723442538,0.25303608389883536
1.25,2,FPRL,-211.46004257053193,0.43975764033620446
1.25,3,PPO,-157.02198388668162,0.5606837254574423
1.25,3,EGP,-291.16829299726896,0.3754738442813991
1.25,3,FPRL,-227.1242473555934,0.4538761934581703
1.25,4,PPO,-266.2757212122307,0.40686050838985083
1.25,4,EGP,-153.2063610651645,0.4937374658864891
1.25,4,FPRL,-195.14609405829898,0.45644986889273476
1.25,5,PPO,-157.1443769778402,0.5072732362954356
1.25,5,EGP,-275.63478883768323,0.37792110949872015
1.25,5,FPRL,-201.86691942500386,0.4549249883261598
1.25,6,PPO,-138.0470365875426,0.6031479877133795
1.25,6,EGP,-172.24043628861574,0.5017122476432373
1.25,6,FPRL,-202.34813847333052,0.4808587361393523
1.25,7,PPO,-423.2159367145202,0.12140175127944751
1.25,7,EGP,-165.78983591382973,0.47144833875868597
1.25,7,FPRL,-217.85744620426019,0.43168304646459466
1.25,8,PPO,-199.28092770958617,0.38457914324459364
1.25,8,EGP,-111.64614185903591,0.53523060880795
1.25,8,FPRL,-220.91356300947461,0.4348739761523594
1.25,9,PPO,-117.96882077914049,0.5568426952698315
1.25,9,EGP,-98.16552636277824,0.5754031254819675
1.25,9,FPRL,-209.60754344903495,0.4606091882787184
1.25,10,PPO,-147.06000299765233,0.5182698417069198
1.25,10,EGP,-109.07442209583967,0.5405603558927333
1.25,10,FPRL,-194.6316326362111,0.46547080312890854
1.3,1,PPO,-130.92841843456816,0.5676314549548882
1.3,1,EGP,-354.14522455675694,0.2699892977146926
1.3,1,FPRL,-231.75325410676282,0.43478040387810585
1.3,2,PPO,-171.11781004407058,0.48427248323483907
1.3,2,EGP,-375.2511888307783,0.24744734183776362
1.3,2,FPRL,-212.24595974914405,0.43889178523940114
1.3,3,PPO,-157.02198388668162,0.5606837254574423
1.3,3,EGP,-291.8034414956532,0.37393033363620576
1.3,3,FPRL,-227.32813796164933,0.4537831832659802
1.3,4,PPO,-266.2757212122307,0.40686050838985083
1.3,4,EGP,-152.52836118712517,0.4945530722488425
1.3,4,FPRL,-195.2211379986436,0.45649057448018127
1.3,5,PPO,-157.1443769778402,0.5072732362954356
1.3,5,EGP,-270.0863572817674,0.38269969089995937
1.3,5,FPRL,-201.9273652387997,0.4548338567040085
1.3,6,PPO,-138.0470365875426,0.6031479877133795
1.3,6,EGP,-171.8376507344219,0.5023822447099175
1.3,6,FPRL,-202.57831460598624,0.48125636015745504
1.3,7,PPO,-423.2159367145202,0.12140175127944751
1.3,7,EGP,-162.49002601020322,0.4746759302580718
1.3,7,FPRL,-218.07103855767855,0.4316165408180672
1.3,8,PPO,-199.28092770958617,0.38457914324459364
1.3,8,EGP,-109.04852112285148,0.5378894856052676
1.3,8,FPRL,-221.13243309746352,0.43477881360129045
1.3,9,PPO,-117.96882077914049,0.5568426952698315
1.3,9,EGP,-96.64530903701404,0.5778031676594022
1.3,9,FPRL,-209.6718177695542,0.4606185608987765
1.3,10,PPO,-147.06000299765233,0.5182698417069198
1.3,10,EGP,-107.725226787576,0.5432513394175716
1.3,10,FPRL,-194.5260760726885,0.46574948996431703
1.35,1,PPO,-130.92841843456816,0.5676314549548882
1.35,1,EGP,-359.9976274525673,0.25883210708205934
1.35,1,FPRL,-233.3980101482279,0.432730453607698
1.35,2,PPO,-171.11781004407058,0.48427248323483907
1.35,2,EGP,-378.14091742248536,0.242024196783879
1.35,2,FPRL,-212.75002371933647,0.4380701025132737
1.35,3,PPO,-157.02198388668162,0.5606837254574423
1.35,3,EGP,-292.7295019372103,0.3712999696347666
1.35,3,FPRL,-227.45074191186228,0.4536799748404144
1.35,4,PPO,-266.2757212122307,0.40686050838985083
1.35,4,EGP,-153.38635151514904,0.4936011497438462
1.35,4,FPRL,-195.2455599367526,0.45657740908102584
1.35,5,PPO,-157.1443769778402,0.5072732362954356
1.35,5,EGP,-276.7489142043151,0.3739413562654007
1.35,5,FPRL,-201.9263253359729,0.4546638024091673
1.35,6,PPO,-138.0470365875426,0.6031479877133795
1.35,6,EGP,-174.90697846218032,0.49904436474716496
1.35,6,FPRL,-202.60993480004504,0.4812247500413724
1.35,7,PPO,-423.2159367145202,0.12140175127944751
1.35,7,EGP,-162.76835768075998,0.474943774133989
1.35,7,FPRL,-218.22606239024134,0.43156758118665145
1.35,8,PPO,-199.28092770958617,0.38457914324459364
1.35,8,EGP,-104.8012169927844,0.5414036187954144
1.35,8,FPRL,-221.2915641858651,0.43471577212964607
1.35,9,PPO,-117.96882077914049,0.5568426952698315
1.35,9,EGP,-94.71319461427136,0.5801220076780211
1.35,9,FPRL,-209.6945226747261,0.4606200118139415
1.35,10,PPO,-147.06000299765233,0.5182698417069198
1.35,10,EGP,-109.27447981675637,0.5425695345464463
1.35,10,FPRL,-194.4221907536884,0.4660287385396601
1.4,1,PPO,-130.92841843456816,0.5676314549548882
1.4,1,EGP,-375.4919870896977,0.2369277747230382
1.4,1,FPRL,-234.90031799210405,0.43114809160015466
1.4,2,PPO,-171.11781004407058,0.48427248323483907
1.4,2,EGP,-381.2299979798997,0.23348036440167594
1.4,2,FPRL,-213.30976156005238,0.43725199822130234
1.4,3,PPO,-157.02198388668162,0.5606837254574423
1.4,3,EGP,-292.76586329273243,0.37034333687938853
1.4,3,FPRL,-227.5664296244911,0.4535545471409152
1.4,4,PPO,-266.2757212122307,0.40686050838985083
1.4,4,EGP,-151.57985025231542,0.49560201184187297
1.4,4,FPRL,-195.1906202312338,0.456698255765235
1.4,5,PPO,-157.1443769778402,0.5072732362954356
1.4,5,EGP,-281.30602918635316,0.367504002710131
1.4,5,FPRL,-201.99679442110906,0.45439459199548793
1.4,6,PPO,-138.0470365875426,0.6031479877133795
1.4,6,EGP,-175.50301755486524,0.49854480953975605
1.4,6,FPRL,-202.9405253341691,0.4813002288863607
1.4,7,PPO,-423.2159367145202,0.12140175127944751
1.4,7,EGP,-160.15688983590752,0.4772206955291026
1.4,7,FPRL,-218.3688349196121,0.4315252532418435
1.4,8,PPO,-199.28092770958617,0.38457914324459364
1.4,8,EGP,-102.59847235516683,0.5440154274356518
1.4,8,FPRL,-221.43692911022723,0.4346579428056265
1.4,9,PPO,-117.96882077914049,0.5568426952698315
1.4,9,EGP,-93.40571137307025,0.5819150519474887
1.4,9,FPRL,-209.71668499098533,0.46061688200936973
1.4,10,PPO,-147.06000299765233,0.5182698417069198
1.4,10,EGP,-152.26186003866775,0.49398452705878854
1.4,10,FPRL,-194.38583149278807,0.46631485331271255
1.45,1,PPO,-130.92841843456816,0.5676314549548882
1.45,1,EGP,-377.3189670162284,0.2348010583054958
1.45,1,FPRL,-235.66628383464163,0.4298063620820181
1.45,2,PPO,-171.11781004407058,0.48427248323483907
1.45,2,EGP,-376.6603921342253,0.22739198087272694
1.45,2,FPRL,-213.70065579064462,0.4364614160085538
1.45,3,PPO,-157.02198388668162,0.5606837254574423
1.45,3,EGP,-292.91695362495074,0.36743951421985904
1.45,3,FPRL,-227.59828164577735,0.45343115646730553
1.45,4,PPO,-266.2757212122307,0.40686050838985083
1.45,4,EGP,-151.01280963922832,0.49616001000449134
1.45,4,FPRL,-195.07046598911944,0.45683699924673316
1.45,5,PPO,-157.1443769778402,0.5072732362954356
1.45,5,EGP,-294.2885888515385,0.35265798985427077
1.45,5,FPRL,-202.22380549189842,0.4542385229538788
1.45,6,PPO,-138.0470365875426,0.6031479877133795
1.45,6,EGP,-175.24100628840088,0.4992995656819999
1.45,6,FPRL,-203.04505402683293,0.4814799468256447
1.45,7,PPO,-423.2159367145202,0.12140175127944751
1.45,7,EGP,-159.04426305698473,0.4782187401130508
1.45,7,FPRL,-218.5371019389006,0.43150677254141945
1.45,8,PPO,-199.28092770958617,0.38457914324459364
1.45,8,EGP,-99.64495475313329,0.5467696316495566
1.45,8,FPRL,-221.81044292941996,0.43463697403143975
1.45,9,PPO,-117.96882077914049,0.5568426952698315
1.45,9,EGP,-92.39268309789365,0.5831140280314797
1.45,9,FPRL,-209.65170567243652,0.4605913845750963
1.45,10,PPO,-147.06000299765233,0.5182698417069198
1.45,10,EGP,-169.0047869212662,0.47783688845595695
1.45,10,FPRL,-194.35798268948625,0.46657659464437107
1.5,1,PPO,-130.92841843456816,0.5676314549548882
1.5,1,EGP,-389.2227522377574,0.21525494800283274
1.5,1,FPRL,-236.86487832858754,0.4282608424277231
1.5,2,PPO,-171.11781004407058,0.48427248323483907
1.5,2,EGP,-383.15185147424944,0.21571569015166916
1.5,2,FPRL,-214.1513161323765,0.43571722961023707
1.5,3,PPO,-157.02198388668162,0.5606837254574423
1.5,3,EGP,-294.2083752466929,0.3651155530184915
1.5,3,FPRL,-227.69311450389145,0.45331044213361776
1.5,4,PPO,-266.2757212122307,0.40686050838985083
1.5,4,EGP,-150.61522855988483,0.49664487845160643
1.5,4,FPRL,-194.93971738149335,0.4569809300103271
1.5,5,PPO,-157.1443769778402,0.5072732362954356
1.5,5,EGP,-285.93091434994295,0.36075394895643953
1.5,5,FPRL,-202.31920319744626,0.4542212251277582
1.5,6,PPO,-138.0470365875426,0.6031479877133795
1.5,6,EGP,-168.80598038271975,0.5047097578194298
1.5,6,FPRL,-203.36716827826785,0.4817768772127402
1.5,7,PPO,-423.2159367145202,0.12140175127944751
1.5,7,EGP,-155.85669088352174,0.4814478925029055
1.5,7,FPRL,-218.64601219870607,0.4315062654344735
1.5,8,PPO,-199.28092770958617,0.38457914324459364
1.5,8,EGP,-92.46123945463412,0.551644168003293
1.5,8,FPRL,-221.93482070933433,0.43462868693270756
1.5,9,PPO,-117.96882077914049,0.5568426952698315
1.5,9,EGP,-90.74137556080463,0.5853230124566744
1.5,9,FPRL,-209.63062128498612,0.46055796066078875
1.5,10,PPO,-147.06000299765233,0.5182698417069198
1.5,10,EGP,-169.8898690791208,0.47672283386725584
1.5,10,FPRL,-194.3591203261623,0.4669069287034645
